epoch,FinRecoModel_1_loss,FinRecoModel_2_loss,FinRecoModel_loss,loss
0,0.2998640537261963,0.29982829093933105,0.3002282977104187,0.8999207019805908
1,0.3000311851501465,0.30001482367515564,0.30014270544052124,0.9001887440681458
2,0.30047211050987244,0.29887500405311584,0.29907408356666565,0.8984211087226868
3,0.30396080017089844,0.30229881405830383,0.29943692684173584,0.905696451663971
4,0.29909950494766235,0.3005160093307495,0.3033566474914551,0.9029721617698669
5,0.30037492513656616,0.3000578284263611,0.3000568747520447,0.9004896283149719
6,0.2998254895210266,0.30094608664512634,0.3001873791217804,0.9009590148925781
7,0.2986640930175781,0.3000505864620209,0.29959961771965027,0.8983142971992493
8,0.3003978431224823,0.30177056789398193,0.2997070848941803,0.9018754363059998
9,0.30018696188926697,0.2993394136428833,0.3001229166984558,0.8996492028236389
10,0.3001687228679657,0.29923439025878906,0.3003271520137787,0.8997302651405334
11,0.30008745193481445,0.30128464102745056,0.30001381039619446,0.9013857245445251
12,0.2999703288078308,0.3007386326789856,0.2984897792339325,0.8991988301277161
13,0.3006945550441742,0.29983407258987427,0.298712819814682,0.8992415070533752
14,0.29933828115463257,0.3015866279602051,0.2991523742675781,0.9000773429870605
15,0.2995949685573578,0.3011395335197449,0.30153173208236694,0.902266263961792
16,0.2993447780609131,0.2988918423652649,0.29981157183647156,0.8980481624603271
17,0.30213698744773865,0.2996232211589813,0.30202022194862366,0.903780460357666
18,0.29980868101119995,0.3000985085964203,0.3002009093761444,0.9001079797744751
19,0.2992762327194214,0.30041614174842834,0.29956334829330444,0.8992558717727661
20,0.3008323609828949,0.2992528975009918,0.3003638684749603,0.9004491567611694
21,0.3002057671546936,0.3004133403301239,0.3003354072570801,0.9009544253349304
22,0.29982277750968933,0.30015280842781067,0.300436407327652,0.9004119038581848
23,0.3000534176826477,0.29987797141075134,0.3002067804336548,0.9001381993293762
24,0.30000779032707214,0.2999010980129242,0.30007362365722656,0.8999826312065125
25,0.2997746169567108,0.30004388093948364,0.3000527024269104,0.8998713493347168
26,0.29997584223747253,0.29967305064201355,0.3004835247993469,0.900132417678833
27,0.3000917434692383,0.2997596263885498,0.30018991231918335,0.9000412225723267
28,0.3001658320426941,0.3002362847328186,0.3000299036502838,0.9004321098327637
29,0.30002328753471375,0.3000142574310303,0.30002832412719727,0.9000658988952637
30,0.300051212310791,0.30000510811805725,0.2997869551181793,0.8998434543609619
31,0.3002738356590271,0.2998706102371216,0.300232470035553,0.9003769755363464
32,0.3001656234264374,0.3000408113002777,0.2999018132686615,0.900108277797699
33,0.29998379945755005,0.300061970949173,0.3000052869319916,0.900050938129425
34,0.30013641715049744,0.3000712990760803,0.29995837807655334,0.9001661539077759
35,0.300058513879776,0.30000677704811096,0.3000522255897522,0.9001173973083496
36,0.2999750077724457,0.2999540865421295,0.30005061626434326,0.8999795913696289
37,0.29995641112327576,0.3000391125679016,0.3000236451625824,0.9000189900398254
38,0.2999647557735443,0.29996156692504883,0.299969345331192,0.8998956084251404
39,0.30002227425575256,0.30000200867652893,0.29997721314430237,0.9000014066696167
40,0.3000175952911377,0.30001959204673767,0.30004602670669556,0.9000831246376038
41,0.30003052949905396,0.2999933362007141,0.30000194907188416,0.9000257253646851
42,0.29998740553855896,0.3000224530696869,0.30001339316368103,0.9000232815742493
43,0.30000415444374084,0.3000142574310303,0.30000343918800354,0.9000218510627747
44,0.3000108003616333,0.3000079393386841,0.2999925911426544,0.9000113010406494
45,0.2999938130378723,0.2999977171421051,0.29994216561317444,0.8999337553977966
46,0.2999863624572754,0.30002206563949585,0.2999004125595093,0.8999089002609253
47,0.2999565601348877,0.30000758171081543,0.2998785078525543,0.8998426795005798
48,0.30008426308631897,0.30010557174682617,0.30010300874710083,0.9002929925918579
49,0.30000039935112,0.30005645751953125,0.30002424120903015,0.9000810980796814
