epoch,FinRecoModel_1_loss,FinRecoModel_2_loss,FinRecoModel_loss,loss
0,0.7274020910263062,0.5747107267379761,0.630800724029541,1.9329133033752441
1,0.43191444873809814,0.4738856554031372,0.5329815745353699,1.4387816190719604
2,0.5724249482154846,0.5126566886901855,0.4817836880683899,1.5668654441833496
3,0.564232349395752,0.48906368017196655,0.5081683397293091,1.5614641904830933
4,0.5125110745429993,0.5205243229866028,0.5413069128990173,1.5743423700332642
5,0.5020719170570374,0.5169206857681274,0.5196258425712585,1.5386184453964233
6,0.5067114233970642,0.4983249008655548,0.4986674189567566,1.5037034749984741
7,0.48113659024238586,0.5021675825119019,0.5001333355903625,1.4834372997283936
8,0.4972422420978546,0.4475151002407074,0.4899332523345947,1.4346907138824463
9,0.49524620175361633,0.5017248392105103,0.5456448793411255,1.5426157712936401
10,0.5525159239768982,0.4975718557834625,0.4999527037143707,1.550040602684021
11,0.48975804448127747,0.5037251710891724,0.4877758324146271,1.481258749961853
12,0.513583779335022,0.4774828255176544,0.49523356556892395,1.4863002300262451
13,0.4983474314212799,0.5192033648490906,0.42252326011657715,1.4400743246078491
14,0.521170973777771,0.5448358654975891,0.5112094879150391,1.577216386795044
15,0.47859761118888855,0.49698030948638916,0.466564416885376,1.4421424865722656
16,0.505495548248291,0.5106592178344727,0.5263004302978516,1.5424551963806152
17,0.5053428411483765,0.4451795816421509,0.4902711510658264,1.440793752670288
18,0.5271250009536743,0.502155065536499,0.5150347352027893,1.5443147420883179
19,0.5070699453353882,0.5019317865371704,0.5104796290397644,1.5194815397262573
20,0.5056207776069641,0.4896809756755829,0.5170224905014038,1.512324333190918
21,0.5005487203598022,0.5019654035568237,0.506685197353363,1.5091993808746338
22,0.5043801665306091,0.5001333355903625,0.5068556666374207,1.511368989944458
23,0.5010944604873657,0.4935368299484253,0.5035842657089233,1.498215675354004
24,0.5053629279136658,0.5025935173034668,0.5005656480789185,1.5085220336914062
25,0.49855419993400574,0.5041359066963196,0.5005749464035034,1.5032652616500854
26,0.49917763471603394,0.5010285377502441,0.49948662519454956,1.499692678451538
27,0.5030901432037354,0.5001041889190674,0.5043839812278748,1.5075782537460327
28,0.500951886177063,0.501029372215271,0.5010729432106018,1.5030543804168701
29,0.4984774887561798,0.5005201697349548,0.49894437193870544,1.4979418516159058
30,0.49741828441619873,0.5003814697265625,0.5021730661392212,1.4999728202819824
31,0.497702956199646,0.49918419122695923,0.4989805519580841,1.4958677291870117
32,0.49987271428108215,0.5013813376426697,0.4992814362049103,1.500535488128662
33,0.5024058818817139,0.4982270896434784,0.49872034788131714,1.4993535280227661
34,0.49926307797431946,0.4967261850833893,0.4965766668319702,1.4925658702850342
35,0.49926769733428955,0.5017646551132202,0.4975796639919281,1.4986121654510498
36,0.5046170949935913,0.4966125190258026,0.49842795729637146,1.4996576309204102
37,0.49144113063812256,0.5083533525466919,0.5025730729103088,1.5023674964904785
38,0.5057428479194641,0.5034134984016418,0.5053644776344299,1.5145208835601807
39,0.5003569722175598,0.4992792010307312,0.5000620484352112,1.499698281288147
40,0.5007097721099854,0.49985358119010925,0.5000291466712952,1.5005927085876465
41,0.5014098882675171,0.4998689889907837,0.49828287959098816,1.4995617866516113
42,0.5033132433891296,0.49969813227653503,0.4984416961669922,1.5014530420303345
43,0.49966147541999817,0.5012211799621582,0.500760018825531,1.5016425848007202
44,0.4996737539768219,0.49752548336982727,0.500560462474823,1.4977598190307617
45,0.49899592995643616,0.4965863525867462,0.5017003417015076,1.4972825050354004
46,0.4991329610347748,0.49440324306488037,0.49560290575027466,1.4891389608383179
47,0.49479690194129944,0.4941753149032593,0.5004435777664185,1.4894157648086548
48,0.49521777033805847,0.47973334789276123,0.5301263332366943,1.5050777196884155
49,0.49040839076042175,0.5183569192886353,0.49841687083244324,1.5071823596954346
