epoch,FaceRecoModel_1_loss,FaceRecoModel_2_loss,FaceRecoModel_loss,loss
0,0.1000034511089325,0.09999478608369827,0.0999937504529953,0.29999199509620667
1,0.09999047964811325,0.09998788684606552,0.10000539571046829,0.29998376965522766
2,0.09999086707830429,0.09999057650566101,0.1000141128897667,0.2999955415725708
3,0.0999845564365387,0.09998109191656113,0.10000072419643402,0.29996636509895325
4,0.09998690336942673,0.10003941506147385,0.10001054406166077,0.30003687739372253
5,0.10000886023044586,0.10002506524324417,0.1000104546546936,0.30004435777664185
6,0.10000341385602951,0.10000929981470108,0.09999927878379822,0.3000119626522064
7,0.10001427680253983,0.10000764578580856,0.0999976322054863,0.3000195622444153
8,0.09999588876962662,0.10000196099281311,0.10000704973936081,0.30000486969947815
9,0.09999844431877136,0.10000322014093399,0.10000209510326385,0.3000037670135498
10,0.09999556839466095,0.09999552369117737,0.10000290721654892,0.29999396204948425
11,0.09999845176935196,0.09999602288007736,0.10000300407409668,0.299997478723526
12,0.09999769181013107,0.10000330954790115,0.09999606758356094,0.29999712109565735
13,0.10000089555978775,0.09999892115592957,0.09998629242181778,0.2999861240386963
14,0.09999147057533264,0.1000075712800026,0.10000117123126984,0.30000025033950806
15,0.10001173615455627,0.09998304396867752,0.10002149641513824,0.30001628398895264
16,0.10002493113279343,0.09998424351215363,0.1000017523765564,0.30001091957092285
17,0.09994866698980331,0.10005699098110199,0.10002516955137253,0.30003079771995544
18,0.09999746084213257,0.09999118745326996,0.10000791400671005,0.2999965250492096
19,0.10001543164253235,0.10004176199436188,0.10002101957798004,0.30007824301719666
20,0.10001110285520554,0.09999090433120728,0.10001198947429657,0.30001404881477356
21,0.1000184714794159,0.1000206470489502,0.09999699890613556,0.30003613233566284
22,0.09999427199363708,0.09998611360788345,0.09998616576194763,0.2999665439128876
23,0.10000266879796982,0.09997998923063278,0.0999876856803894,0.2999703288078308
24,0.10000494122505188,0.1000024676322937,0.09997518360614777,0.29998260736465454
25,0.09999661147594452,0.1000094786286354,0.09996458888053894,0.29997068643569946
26,0.09999366849660873,0.10002470761537552,0.09999558329582214,0.3000139892101288
27,0.10004914551973343,0.10010684281587601,0.09997814148664474,0.30013415217399597
28,0.09999814629554749,0.10002176463603973,0.09999695420265198,0.3000168800354004
29,0.09999869018793106,0.10000385344028473,0.10001730173826218,0.30001986026763916
30,0.10001176595687866,0.09998955577611923,0.10000590234994888,0.3000072240829468
31,0.10000103712081909,0.10001499950885773,0.09999719262123108,0.3000132143497467
32,0.10000382363796234,0.10000500082969666,0.09999506175518036,0.30000388622283936
33,0.09999775141477585,0.09999943524599075,0.100004643201828,0.3000018298625946
34,0.10000088810920715,0.10000088810920715,0.0999983698129654,0.3000001609325409
35,0.10000735521316528,0.1000012755393982,0.09999906271696091,0.3000076711177826
36,0.09999942779541016,0.09999451041221619,0.09999673068523407,0.29999062418937683
37,0.09999840706586838,0.10000774264335632,0.100000761449337,0.3000068962574005
38,0.09999673068523407,0.10000068694353104,0.09999466687440872,0.29999205470085144
39,0.1000058576464653,0.10000109672546387,0.10000824183225632,0.3000152111053467
40,0.100003682076931,0.1000003069639206,0.09999220073223114,0.29999619722366333
41,0.10000445693731308,0.1000075414776802,0.10000992566347122,0.3000219464302063
42,0.10000219196081161,0.10000282526016235,0.10000293701887131,0.30000796914100647
43,0.09999778866767883,0.10000307112932205,0.10000099241733551,0.3000018894672394
44,0.10000322014093399,0.09999990463256836,0.09999850392341614,0.3000016212463379
45,0.100002720952034,0.1000005453824997,0.09999974071979523,0.3000030219554901
46,0.09999708086252213,0.09999686479568481,0.09999801963567734,0.2999919652938843
47,0.10000092536211014,0.09999869018793106,0.09999945759773254,0.29999905824661255
48,0.10000144690275192,0.10000012069940567,0.10000209510326385,0.30000370740890503
49,0.100006602704525,0.09999670833349228,0.0999973937869072,0.30000069737434387
