epoch,FinRecoModel_1_loss,FinRecoModel_2_loss,FinRecoModel_loss,loss
0,0.4007057547569275,0.4033549427986145,0.40042537450790405,1.20448637008667
1,0.4016139507293701,0.40164557099342346,0.3993591368198395,1.2026188373565674
2,0.406470388174057,0.3994114398956299,0.4062848687171936,1.2121670246124268
3,0.38519999384880066,0.40578243136405945,0.4127574861049652,1.2037395238876343
4,0.40201422572135925,0.40238600969314575,0.40383946895599365,1.2082395553588867
5,0.40054431557655334,0.4007290303707123,0.39919406175613403,1.2004673480987549
6,0.3982151448726654,0.4027364253997803,0.3993496596813202,1.200301170349121
7,0.40246498584747314,0.39790523052215576,0.4002273678779602,1.2005975246429443
8,0.4002847671508789,0.3977172076702118,0.4021441638469696,1.200146198272705
9,0.40477749705314636,0.38827645778656006,0.4197058081626892,1.2127598524093628
10,0.4030313193798065,0.4045179486274719,0.40432143211364746,1.2118706703186035
11,0.3998844027519226,0.3998659551143646,0.40009060502052307,1.1998406648635864
12,0.39976486563682556,0.40023884177207947,0.40016961097717285,1.2001733779907227
13,0.40021586418151855,0.3997195065021515,0.40029484033584595,1.200230360031128
14,0.3999553620815277,0.39997151494026184,0.3998454809188843,1.1997727155685425
15,0.4000106155872345,0.40020713210105896,0.3997935950756073,1.2000112533569336
16,0.4005724787712097,0.4013010859489441,0.39931368827819824,1.201187252998352
17,0.40001311898231506,0.40000560879707336,0.3998432159423828,1.1998616456985474
18,0.40002405643463135,0.4003921151161194,0.40019741654396057,1.2006131410598755
19,0.3998112380504608,0.3998664915561676,0.4000014364719391,1.1996791362762451
