epoch,FinRecoModel_1_loss,FinRecoModel_2_loss,FinRecoModel_loss,loss
0,0.499997615814209,0.5000050663948059,0.5000005960464478,1.500003457069397
1,0.5000022649765015,0.5000129342079163,0.49999722838401794,1.5000126361846924
2,0.5000039935112,0.5000003576278687,0.49999886751174927,1.5000030994415283
3,0.5000032186508179,0.500001847743988,0.5000052452087402,1.5000102519989014
4,0.5000004768371582,0.5000014901161194,0.5000027418136597,1.5000046491622925
5,0.5000032782554626,0.4999982714653015,0.5000046491622925,1.5000063180923462
6,0.5000001192092896,0.5,0.500008225440979,1.5000083446502686
7,0.5000029802322388,0.5000009536743164,0.4999984800815582,1.5000025033950806
8,0.5000013113021851,0.4999997615814209,0.4999982714653015,1.4999992847442627
9,0.5000053644180298,0.49999570846557617,0.5000019073486328,1.5000032186508179
10,0.49999579787254333,0.500001072883606,0.4999995827674866,1.4999964237213135
11,0.5000004172325134,0.4999992251396179,0.49999651312828064,1.4999961853027344
12,0.4999989867210388,0.5000023245811462,0.5000019073486328,1.5000030994415283
13,0.5000029802322388,0.49999555945396423,0.5000029802322388,1.5000014305114746
14,0.4999963641166687,0.5000013709068298,0.5000017881393433,1.499999761581421
15,0.49999314546585083,0.49999627470970154,0.49999919533729553,1.4999887943267822
16,0.4999917447566986,0.5000002980232239,0.49998706579208374,1.4999791383743286
17,0.49999570846557617,0.5000030398368835,0.4999992251396179,1.4999980926513672
18,0.4999935030937195,0.5000160932540894,0.4999611973762512,1.4999709129333496
19,0.499900758266449,0.499927282333374,0.49998506903648376,1.499813199043274
