epoch,FinRecoModel_1_loss,FinRecoModel_2_loss,FinRecoModel_loss,loss
0,0.5083683729171753,0.49530476331710815,0.505668044090271,1.5093410015106201
1,0.5172851085662842,0.5005700588226318,0.4812678396701813,1.4991230964660645
2,0.5208983421325684,0.5106716752052307,0.49402427673339844,1.5255945920944214
3,0.48814117908477783,0.5034940838813782,0.524418294429779,1.5160534381866455
4,0.49898117780685425,0.5004464983940125,0.49990901350975037,1.49933660030365
5,0.499973326921463,0.5002390742301941,0.5000185966491699,1.500231146812439
6,0.5001677870750427,0.4994829297065735,0.500286877155304,1.4999377727508545
7,0.4985021948814392,0.497991144657135,0.4992094337940216,1.4957025051116943
8,0.5011758208274841,0.5039086937904358,0.49631762504577637,1.5014022588729858
9,0.5016393065452576,0.4989786148071289,0.5070748925209045,1.5076930522918701
10,0.4975692629814148,0.5025337934494019,0.501499593257904,1.5016027688980103
11,0.5005354881286621,0.500787615776062,0.4995250701904297,1.5008479356765747
12,0.4997097849845886,0.5008245706558228,0.5001051425933838,1.500639796257019
13,0.5006606578826904,0.5005598664283752,0.49996140599250793,1.5011816024780273
14,0.4999496340751648,0.500109076499939,0.5000072121620178,1.5000660419464111
15,0.5003320574760437,0.4993220269680023,0.49989527463912964,1.499549388885498
16,0.49988287687301636,0.5000771880149841,0.500261664390564,1.500221848487854
17,0.49996134638786316,0.4998879134654999,0.5002956986427307,1.5001449584960938
18,0.5001806616783142,0.4999147355556488,0.5000364780426025,1.5001318454742432
19,0.5002249479293823,0.5008074045181274,0.5003348588943481,1.501367211341858
20,0.4999176263809204,0.5000079274177551,0.49994996190071106,1.4998756647109985
21,0.5001286864280701,0.4999208152294159,0.499787837266922,1.4998371601104736
22,0.5000998973846436,0.5002145767211914,0.49995917081832886,1.5002734661102295
23,0.49996405839920044,0.5001394152641296,0.4998968541622162,1.5
24,0.49973416328430176,0.4996193051338196,0.49972212314605713,1.4990752935409546
25,0.5005462765693665,0.499991774559021,0.49996721744537354,1.5005053281784058
26,0.49971118569374084,0.5003898739814758,0.5007614493370056,1.5008624792099
27,0.4999874532222748,0.5003566145896912,0.49999532103538513,1.500339150428772
28,0.5002726912498474,0.4999498128890991,0.4999121129512787,1.5001344680786133
29,0.49998390674591064,0.5000168681144714,0.49982449412345886,1.4998252391815186
30,0.5002084970474243,0.49969401955604553,0.5001413822174072,1.5000439882278442
31,0.500405490398407,0.5001686811447144,0.500278115272522,1.500852346420288
32,0.49956828355789185,0.49952995777130127,0.4998040497303009,1.4989023208618164
33,0.5002430081367493,0.5007167458534241,0.5000662803649902,1.5010260343551636
34,0.501807689666748,0.50014728307724,0.5016115307807922,1.5035666227340698
35,0.499955415725708,0.4999568462371826,0.49996474385261536,1.499876856803894
36,0.5000076293945312,0.49994468688964844,0.5000601410865784,1.5000125169754028
37,0.49997565150260925,0.5001064538955688,0.4999712109565735,1.5000532865524292
38,0.5000320672988892,0.5000112652778625,0.499985933303833,1.5000289678573608
39,0.5000407695770264,0.4999042749404907,0.5000330209732056,1.4999781847000122
40,0.5000112056732178,0.5000004768371582,0.49984198808670044,1.4998536109924316
41,0.49994224309921265,0.499957799911499,0.5001067519187927,1.5000066757202148
42,0.5000283718109131,0.5000184774398804,0.4998253583908081,1.4998723268508911
43,0.4998905062675476,0.500050961971283,0.5001490116119385,1.500090479850769
44,0.49970394372940063,0.49999019503593445,0.4994542598724365,1.4991486072540283
45,0.5007851719856262,0.4997245669364929,0.5006242990493774,1.5011341571807861
46,0.49998199939727783,0.49998176097869873,0.5001603960990906,1.500124216079712
47,0.5000455975532532,0.4999043941497803,0.49996867775917053,1.4999184608459473
48,0.5000630021095276,0.5002897381782532,0.4999411404132843,1.5002938508987427
49,0.49992263317108154,0.5000981688499451,0.5001726746559143,1.500193476676941
