epoch,FinRecoModel_1_loss,FinRecoModel_2_loss,FinRecoModel_loss,loss
0,0.4996757507324219,0.500403881072998,0.49972206354141235,1.4998016357421875
1,0.4990013837814331,0.5006391406059265,0.49987557530403137,1.4995161294937134
2,0.5003457069396973,0.5008349418640137,0.5004631876945496,1.5016436576843262
3,0.5001744031906128,0.5000903606414795,0.5001680850982666,1.5004327297210693
4,0.49998077750205994,0.5000125765800476,0.5000442266464233,1.5000375509262085
5,0.5000525116920471,0.5000846982002258,0.49997326731681824,1.500110149383545
6,0.4999854266643524,0.500019907951355,0.49999919533729553,1.500004768371582
7,0.5000038743019104,0.500042736530304,0.49999484419822693,1.5000414848327637
8,0.5004059076309204,0.4999866485595703,0.49971267580986023,1.5001052618026733
9,0.5002599954605103,0.4993404150009155,0.5001949071884155,1.4997950792312622
