epoch,FinRecoModel_1_loss,FinRecoModel_2_loss,FinRecoModel_loss,loss
0,0.5008288621902466,0.49961593747138977,0.500718355178833,1.501163125038147
1,0.5003077983856201,0.49993982911109924,0.4999994933605194,1.5002470016479492
2,0.499752014875412,0.5002360343933105,0.499930739402771,1.4999186992645264
3,0.4990222454071045,0.49986037611961365,0.500501811504364,1.4993847608566284
4,0.5012796521186829,0.4995468556880951,0.5009227991104126,1.5017492771148682
5,0.49904438853263855,0.500011146068573,0.5010310411453247,1.5000865459442139
6,0.5002443790435791,0.49980175495147705,0.5002046227455139,1.5002506971359253
7,0.5001116394996643,0.5001586675643921,0.49994292855262756,1.5002131462097168
8,0.49992892146110535,0.499971479177475,0.5000396966934204,1.4999401569366455
9,0.5001639723777771,0.5001519322395325,0.5000712275505066,1.5003870725631714
