epoch,FinRecoModel_1_loss,FinRecoModel_2_loss,FinRecoModel_loss,loss
0,0.5000160932540894,0.49997538328170776,0.5000039339065552,1.499995470046997
1,0.4999733567237854,0.500022292137146,0.4999980032444,1.4999935626983643
2,0.5000364184379578,0.4999517798423767,0.49999672174453735,1.4999849796295166
3,0.49999094009399414,0.5000147819519043,0.4999854564666748,1.4999912977218628
4,0.4999888837337494,0.5000871419906616,0.49996981024742126,1.500045657157898
5,0.5000370740890503,0.4999675750732422,0.5000545978546143,1.5000591278076172
6,0.49999064207077026,0.5000030398368835,0.49999552965164185,1.4999892711639404
7,0.4999943673610687,0.499995619058609,0.5000128149986267,1.5000027418136597
8,0.4999965727329254,0.5000004172325134,0.5000026226043701,1.4999995231628418
9,0.5000249147415161,0.49999570846557617,0.500011146068573,1.50003182888031
10,0.49999284744262695,0.5000149011611938,0.49999743700027466,1.5000050067901611
11,0.4999913275241852,0.5000096559524536,0.49998894333839417,1.4999898672103882
12,0.5000282526016235,0.5000067949295044,0.4999821186065674,1.5000172853469849
13,0.49999842047691345,0.5000146627426147,0.500003457069397,1.500016450881958
14,0.49999961256980896,0.49999767541885376,0.49999284744262695,1.4999901056289673
15,0.4999943673610687,0.5000046491622925,0.4999939501285553,1.499993085861206
16,0.5000091791152954,0.5000149011611938,0.5000121593475342,1.5000361204147339
17,0.5000104308128357,0.49999770522117615,0.49999552965164185,1.5000038146972656
18,0.5000030398368835,0.4999998211860657,0.5000044107437134,1.5000072717666626
19,0.4999895691871643,0.5000020861625671,0.500001072883606,1.4999926090240479
