epoch,FaceRecoModel_1_loss,FaceRecoModel_2_loss,FaceRecoModel_loss,loss
0,0.10002133250236511,0.10000836104154587,0.09999106079339981,0.3000207543373108
1,0.09999019652605057,0.10002516955137253,0.09997344017028809,0.29998883605003357
2,0.10000456869602203,0.10000627487897873,0.09999585151672363,0.3000066876411438
3,0.10000883042812347,0.09999475628137589,0.10000450909137726,0.3000081181526184
4,0.09999129921197891,0.10000172257423401,0.10000338405370712,0.29999640583992004
5,0.09999874234199524,0.09999841451644897,0.09999679774045944,0.29999396204948425
6,0.09999894350767136,0.1000114381313324,0.09997257590293884,0.2999829351902008
7,0.09998220205307007,0.1000448688864708,0.09997501969337463,0.3000021278858185
8,0.10002417862415314,0.10002461075782776,0.09999784827232361,0.3000466227531433
9,0.10001073777675629,0.0999981090426445,0.10000170767307281,0.3000105023384094
10,0.10001315921545029,0.09995096176862717,0.09995502233505249,0.2999191880226135
11,0.09995776414871216,0.09999413788318634,0.09999613463878632,0.2999480664730072
12,0.10007825493812561,0.09993723779916763,0.10002630203962326,0.3000417947769165
13,0.09994693100452423,0.10000855475664139,0.10007334500551224,0.30002886056900024
14,0.09999030828475952,0.10004085302352905,0.09999673068523407,0.30002790689468384
15,0.1000569611787796,0.09995289146900177,0.10000868886709213,0.3000185191631317
16,0.1000150591135025,0.10002565383911133,0.09996894001960754,0.30000966787338257
17,0.10001375526189804,0.1000295951962471,0.09996632486581802,0.30000969767570496
18,0.09999909996986389,0.09990287572145462,0.09997031092643738,0.2998722791671753
19,0.10008053481578827,0.10005399584770203,0.10005910694599152,0.3001936376094818
